member_id,emp_title,emp_length,home_ownership,annual_income,address_state,address_zip_code,address_country,grade,sub_grade,verification_status,total_high_credit_limit,application_type,joint_annual_income,verification_status_joint,ingest_date
b59d80da191f5b573a0c32651a737e10d556922718993fb0982540d0451525ef,"",5,RENT,50000.0,OR,973xx,USA,A,A5,Source Verified,8600.0,Individual,"","",2024-07-31T14:48:55.288+05:30
e5a140c0922b554b9b0b0eb5678822d714ebe8f7c35e841e63fac18572495d00,community living instructor,6,RENT,48000.0,NY,146xx,USA,B,B2,Source Verified,85092.0,Individual,"","",2024-07-31T14:48:55.288+05:30
e12aefc548f7507777ea609555db00bbfc850c8c17ef4bdcb72c40e480de3a9f,Office,10,OWN,33000.0,CT,067xx,USA,F,F1,Verified,7100.0,Individual,"","",2024-07-31T14:48:55.288+05:30
1c4329e5f17697127416613858ac41cfa14749a07af25f6af2b479d1cb362aaa,Mine ops tech 6,2,MORTGAGE,68000.0,AZ,855xx,USA,C,C3,Not Verified,182453.0,Individual,"","",2024-07-31T14:48:55.288+05:30
5026c86ad983175eb1bb702ecfd85fc7f389045358dc898304f21e0c9fe91350,caregiver,4,RENT,76020.0,WA,993xx,USA,C,C2,Source Verified,15308.0,Individual,"","",2024-07-31T14:48:55.288+05:30
9847d8c1e9d0b2084ac3385da5c45b119eec7db31765bb25a9473c37c9a6c48c,"",5,OWN,65000.0,IL,624xx,USA,E,E3,Verified,128800.0,Individual,"","",2024-07-31T14:48:55.288+05:30
8340dbe1adea41fb4bd15189c5c8990b0991d8c2b101a28dff206447810f7c77,Vice President Regional Director,8,MORTGAGE,111000.0,CT,063xx,USA,A,A1,Not Verified,343507.0,Individual,"","",2024-07-31T14:48:55.288+05:30
d4de0de3ab7d79ad46f37b9df3eb7ade3b484983a811820eb1d52aeeff9e19dd,FOREMAN,10,MORTGAGE,67000.0,WA,992xx,USA,G,G2,Verified,211501.0,Individual,"","",2024-07-31T14:48:55.288+05:30
9dd72636b1b4045b478309ed675546f9fec47fcee292c5f1147900583bc710e9,Office Manager,2,RENT,52000.0,FL,327xx,USA,D,D1,Source Verified,39393.0,Individual,"","",2024-07-31T14:48:55.288+05:30
1d4e1ef4353b73c00c036adb89089d9f1c225e722fc35a8fa12d523885cf2f8e,Electrician,2,MORTGAGE,50000.0,IL,606xx,USA,C,C3,Not Verified,66064.0,Individual,"","",2024-07-31T14:48:55.288+05:30
6f196952e71277fd46ddbd9e2c5bae65163a66447c1e57287f543fa8ac98c953,Finance Manager,1,MORTGAGE,125000.0,GA,310xx,USA,E,E2,Source Verified,555591.0,Individual,"","",2024-07-31T14:48:55.288+05:30
9c617cbc6e3e3d6a1dd79b6ad113ea5f7fd72b400a123aa6e745efd8c2d3881d,Nurse practitioner,5,MORTGAGE,165000.0,IL,610xx,USA,F,F1,Source Verified,366113.0,Individual,"","",2024-07-31T14:48:55.288+05:30
08d233c81f9e507262dff1585842c238624c4099b5f4bfd7849f02e3e533d1ca,caregiver,2,RENT,36000.0,MO,648xx,USA,C,C1,Source Verified,14477.0,Individual,"","",2024-07-31T14:48:55.288+05:30
8ff4d0ed17a1cab929431cce48e552649ba23a6fafe11728c62240e86491ef47,owner,10,MORTGAGE,28000.0,CO,801xx,USA,D,D1,Verified,314400.0,Individual,"","",2024-07-31T14:48:55.288+05:30
aec13cfd611b2cfead62431c39888a3aea0613af4aeb3a645a41863e681a938d,Community Supervision Officer II,2,RENT,33000.0,GA,306xx,USA,D,D2,Source Verified,188700.0,Individual,"","",2024-07-31T14:48:55.288+05:30
9ba8c96ccba6cd1f04d0c303f68f8ea4531df09c4cda111f09ea199fd8416e97,Contract Specialist,5,MORTGAGE,74700.0,UT,844xx,USA,D,D4,Verified,614272.0,Individual,"","",2024-07-31T14:48:55.288+05:30
38fed280afeed91baf5532f30e67442b43be64c737247b06ad709f7584fed940,Chef,3,MORTGAGE,58000.0,PA,170xx,USA,E,E4,Source Verified,200638.0,Individual,"","",2024-07-31T14:48:55.288+05:30
9a51bdc18e2728f9d3d810bf3d5bc39a78e1f3478abfd5d3a349eb204ea9cbf8,HR Administrator,3,MORTGAGE,98000.0,IL,604xx,USA,B,B5,Source Verified,89316.0,Individual,"","",2024-07-31T14:48:55.288+05:30
2cf47faee0c996343d486e2c7fab8952a3b93ea1c61c39aceaa2c9555bd790fd,medical assistant,2,RENT,25000.0,NY,103xx,USA,F,F1,Source Verified,41964.0,Individual,"","",2024-07-31T14:48:55.288+05:30
220e4dd490018abffc643f39e42c93b40a5ed0aa29893235fd1ee53c7a4f8a25,Office Manager,3,MORTGAGE,55500.0,OH,440xx,USA,F,F4,Source Verified,162192.0,Individual,"","",2024-07-31T14:48:55.288+05:30
aaa32c29cb9ccc7fff5301d15a290688e6444c0ea61839d7b1cdef790213aa7e,"",5,RENT,30420.0,CA,950xx,USA,B,B3,Verified,17034.0,Individual,"","",2024-07-31T14:48:55.288+05:30
af7a8a661df3318bd58ce681fd2d85474df0c255e55c7ecc10d409618012ba7a,Teacher,10,MORTGAGE,60000.0,MO,631xx,USA,G,G1,Verified,275270.0,Individual,"","",2024-07-31T14:48:55.288+05:30
0e744cffa05697dfad902573a43baf54b64e4f3af071bae5bf92802f2b65515a,GS-09,10,MORTGAGE,53000.0,VA,235xx,USA,C,C3,Source Verified,245660.0,Individual,"","",2024-07-31T14:48:55.288+05:30
50616b8d1d05cb02a056089285cdfcc8a39a6075b8b8b58b0f45b4e7cc640b3e,"",5,RENT,50000.0,CA,945xx,USA,B,B1,Not Verified,28126.0,Individual,"","",2024-07-31T14:48:55.288+05:30
ea4f0c502cdd09b33039aa0def103fa3212b183176cadbc0d53b4475c8689cc4,Registered Nurse,10,OWN,65000.0,GA,302xx,USA,A,A4,Not Verified,76057.0,Individual,"","",2024-07-31T14:48:55.288+05:30
d37dc7d915d408efafe0649900c6f58311043eff3822db59c54455fb199728b9,Firefighter,6,MORTGAGE,90000.0,AZ,851xx,USA,E,E3,Source Verified,189010.0,Individual,"","",2024-07-31T14:48:55.288+05:30
20357ade3b4c314bbe7fbbc9ea36fa88f96511d18364dc6a93020b8bca6cf463,Chief Operating Officer,1,RENT,46000.0,OH,430xx,USA,E,E4,Verified,89284.0,Individual,"","",2024-07-31T14:48:55.288+05:30
fbee3f20b9ef84a1143de74b363b5692d9af324737ea3c0bca294ce443ea158a,Appraiser,10,RENT,65000.0,CA,917xx,USA,C,C4,Not Verified,68966.0,Individual,"","",2024-07-31T14:48:55.288+05:30
4952e00359f1b580bf2866a1d3d5ea28f451a4bceb003b3ea4b5e21095e6a448,Retail Clerk,3,OWN,28350.4,TN,374xx,USA,B,B2,Source Verified,26649.0,Individual,"","",2024-07-31T14:48:55.288+05:30
d8e25ccda696bf88ec01312c2ce16c2a518fba6886deed1b87ee9a070ca97148,1st Engineer,1,OWN,125000.0,NY,110xx,USA,A,A5,Source Verified,123213.0,Individual,"","",2024-07-31T14:48:55.288+05:30
09acc6aa8fd3b0bc8da8b5fac499c8973a30c5e988fce26097fdf4ff872c5a7a,Letter Carrier,10,RENT,70000.0,WA,986xx,USA,C,C1,Verified,57911.0,Individual,"","",2024-07-31T14:48:55.288+05:30
54b5f6d81c74dd11c1873f9391c2c2b0ee605dc2413707bf0d834121cdd9aae3,caremanager,4,MORTGAGE,94000.0,NY,114xx,USA,C,C4,Not Verified,462145.0,Individual,"","",2024-07-31T14:48:55.288+05:30
176d6002f8f60ea337d539562a991bf1bfe657ac558bf30c89eb3d0a27584f34,Parole Officer,2,MORTGAGE,36000.0,GA,315xx,USA,B,B4,Verified,150176.0,Individual,"","",2024-07-31T14:48:55.288+05:30
fc15749e08318462474d47b81ef6aa6e12484f776eaeb10963716449940a1b7f,Assistant manager,2,RENT,23000.0,IL,600xx,USA,E,E4,Verified,17369.0,Individual,"","",2024-07-31T14:48:55.288+05:30
e7d28b03d122949ccb4a2e16cebf6d4500e1cc65542785fe330af6f6a04a6e5e,server,1,RENT,35600.0,FL,337xx,USA,D,D2,Verified,22600.0,Individual,"","",2024-07-31T14:48:55.288+05:30
bd23c14322350ef7789c646785cf5888ee00dab9b6329e69ca8c3d745d1eb43e,Accounting Assistant,9,RENT,40000.0,CA,921xx,USA,B,B1,Source Verified,43679.0,Individual,"","",2024-07-31T14:48:55.288+05:30
2aa768b64fa924c8fcbcfdc0cd2099ad911d98af60685d9fe37151e099f68c6d,IT Specialist,10,RENT,139000.0,MD,207xx,USA,D,D1,Verified,163450.0,Individual,"","",2024-07-31T14:48:55.288+05:30
78fd029fa94129fd6c71806ab0a6a50d2c5d343d0d614dc9415e7dd0a4973a1f,"",5,RENT,34000.0,CA,939xx,USA,A,A1,Not Verified,86500.0,Individual,"","",2024-07-31T14:48:55.288+05:30
c4059d0e7139b051f2e9e206de2e01b3be7b91eedbaf741cfc7237461f4d5f74,production tech,1,MORTGAGE,36000.0,CO,802xx,USA,B,B3,Verified,167101.0,Individual,"","",2024-07-31T14:48:55.288+05:30
2a589bfc0ceedd44d50084b2c429e1d028f3fed3a79d3b8b568ee2d36ac75edc,business manager,3,MORTGAGE,96000.0,FL,334xx,USA,B,B1,Source Verified,54219.0,Individual,"","",2024-07-31T14:48:55.288+05:30
b0118a1cec41fa412ace6f0f45ca3ad7e89e42f06829434847cb4d731a9e810b,driver,2,MORTGAGE,65000.0,LA,706xx,USA,B,B2,Source Verified,247632.0,Individual,"","",2024-07-31T14:48:55.288+05:30
3ef762cb4c442ea2beff0a6d946a76b15fcfaa95da93a693d791293ccbd9126e,Teacher,9,OWN,59400.0,LA,700xx,USA,C,C1,Source Verified,52630.0,Individual,"","",2024-07-31T14:48:55.288+05:30
4071a0fe3573279883c412948837d81847df7cf9ce8b60fb74ce9a252ff4f997,admin assistant,10,MORTGAGE,60000.0,FL,334xx,USA,A,A1,Not Verified,177575.0,Individual,"","",2024-07-31T14:48:55.288+05:30
9f1be1fd464b01d91872ced57e5097a4edc837c8520e27f7979030ea1fc73354,Registered Nurse,4,RENT,51832.0,NY,121xx,USA,B,B4,Source Verified,40200.0,Individual,"","",2024-07-31T14:48:55.288+05:30
18e0818ae65df8ddc2d03684c7d885021734b049496f6be25c05ac0bb1552799,Engineer Support,10,MORTGAGE,91000.0,TX,770xx,USA,D,D4,Verified,49685.0,Individual,"","",2024-07-31T14:48:55.288+05:30
b2d1dc2ac0f4e41f3e29386f2a04e0f89ee5f95d5ec6af52961d1a37906f9bdd,Legal Department,6,MORTGAGE,178299.0,CA,952xx,USA,D,D3,Verified,795728.0,Individual,"","",2024-07-31T14:48:55.288+05:30
6f5ad8ecf09471743a01c3d49704c580cc5af195e18faebce2f315a946bd35a7,Attorney,10,MORTGAGE,115000.0,WA,983xx,USA,D,D1,Not Verified,42538.0,Individual,"","",2024-07-31T14:48:55.288+05:30
49480d6ac84d15006731a284fa1587503d1916af41d229b21cb284fbd7b95f04,Regional Manager,2,MORTGAGE,85000.0,CA,925xx,USA,C,C5,Not Verified,264000.0,Individual,"","",2024-07-31T14:48:55.288+05:30
10ff87e4e72d897a697d61c5a430438838df641f624769125873c44708c47a20,"",5,RENT,29412.0,OR,974xx,USA,A,A4,Verified,31429.0,Individual,"","",2024-07-31T14:48:55.288+05:30
ed3f2d1b4781f4f8fbfd6ae8acb0c262092c4117ba0483114e6eaa1a2f32c1a3,VP of Finance,9,MORTGAGE,240000.0,NJ,078xx,USA,B,B4,Source Verified,746385.0,Individual,"","",2024-07-31T14:48:55.288+05:30
a482c47fb410c5692c733544b95155083dddddb2e031a38acf6aa9591a8b0bcf,Librarian/Media Specialist,2,MORTGAGE,37000.0,SC,296xx,USA,A,A5,Not Verified,274700.0,Individual,"","",2024-07-31T14:48:55.288+05:30
2ba947975c8c1bbb51db4f77cf5b99a8d8d0179040d778d05ff763c493fa1adc,Janitor,3,OWN,10000.0,FL,324xx,USA,C,C5,Verified,10100.0,Individual,"","",2024-07-31T14:48:55.288+05:30
0758ee0c27e09709a643e7d0efe6b166c4ad952f321fb371883ac9dabf838160,Industrial Painter,10,MORTGAGE,40000.0,WI,547xx,USA,B,B4,Not Verified,177491.0,Individual,"","",2024-07-31T14:48:55.288+05:30
370ad826ed53565006454c023273a8876bcc1f5a0fb4efe716b96e5324ae1828,floorman,5,OWN,65000.0,CO,810xx,USA,B,B3,Not Verified,125372.0,Individual,"","",2024-07-31T14:48:55.288+05:30
44ddd6c42092e4e663358101c7409e01dd7a86adaf60efa3988074e8cb4361bd,Administrative assistant,9,MORTGAGE,90000.0,NJ,071xx,USA,D,D3,Not Verified,346002.0,Individual,"","",2024-07-31T14:48:55.288+05:30
9b59da30e32fad1c39db7869dcf210ae03cf73f895c11ed483ea3de2a79b02fb,Paramedic Supervisor,10,MORTGAGE,72000.0,MO,652xx,USA,A,A1,Not Verified,311272.0,Individual,"","",2024-07-31T14:48:55.288+05:30
652be42f6a4fac663cf6f9a7e1fdd66a5ff279d7b6f155d12d4583ff42fbb6e7,"",5,MORTGAGE,33948.0,OK,730xx,USA,D,D3,Verified,82031.0,Individual,"","",2024-07-31T14:48:55.288+05:30
290d5fa38a3508b41da2cf45223817b8d8b72b7e95edf2558260e6798f3a7215,Field service power generation,9,MORTGAGE,65000.0,FL,327xx,USA,B,B1,Verified,181109.0,Individual,"","",2024-07-31T14:48:55.288+05:30
32f666014d59150dc7b0eb3eb4ffcc101e0f3e1cc14d6b04d0556d715f87a30b,Zone manager,10,RENT,37500.0,AR,719xx,USA,C,C3,Source Verified,71967.0,Individual,"","",2024-07-31T14:48:55.288+05:30
b3966bc3c84fa9a505a94247d369be7b15b2ebf888389254979713fc94aa3425,Licensed Practical Nurse,3,MORTGAGE,48000.0,NY,127xx,USA,A,A5,Source Verified,12300.0,Individual,"","",2024-07-31T14:48:55.288+05:30
33b524fc61ed7b3a92b8b06a0e840cd5796d253f01575f8c2442cf2200997573,co-owner,10,MORTGAGE,34000.0,AR,725xx,USA,A,A2,Source Verified,172607.0,Individual,"","",2024-07-31T14:48:55.288+05:30
0faad9eafd79cdb0f7b9d25024f26c101ceb5d419737d0c982fae21b5bca2e32,A/R Manager,10,RENT,66000.0,NY,120xx,USA,E,E3,Verified,54200.0,Individual,"","",2024-07-31T14:48:55.288+05:30
97abb97f635c94223582a4b9602f6cf692c0704cc6d92569cc7e490d6d332b4c,Senior Doctrine Analyst,1,MORTGAGE,205300.0,VA,201xx,USA,B,B1,Source Verified,841204.0,Individual,"","",2024-07-31T14:48:55.288+05:30
3e26ac43e6bea960c9b8abb406ad7ffac9a019104291493a1fe79fde4692a7b1,Production Planner,8,MORTGAGE,43000.0,IN,465xx,USA,B,B4,Verified,44413.0,Individual,"","",2024-07-31T14:48:55.288+05:30
d0b88662909c024bb6825f2ef1137ab1a3e060709f188d44660c7ce2c3d769b6,executive director,10,MORTGAGE,180000.0,OH,452xx,USA,A,A5,Source Verified,225500.0,Individual,"","",2024-07-31T14:48:55.288+05:30
c667c98df57c9e1fd50fb48bf542e237b6e7f8ad9f363c664f6399172677f5a5,Electrician,1,RENT,90000.0,HI,967xx,USA,C,C4,Not Verified,26926.0,Individual,"","",2024-07-31T14:48:55.288+05:30
df93b049fe7b149fb41b18acd7ef9dfe6f2dd41cc0bfcfe68b765ad419afc321,Educator,10,MORTGAGE,168000.0,NY,125xx,USA,C,C5,Verified,506669.0,Individual,"","",2024-07-31T14:48:55.288+05:30
4a144cda949614af40ea3694179322fb57666c6d0e6051bd5ecd718eed1acf04,Research Assistant,4,MORTGAGE,31000.0,WI,532xx,USA,A,A5,Verified,111576.0,Individual,"","",2024-07-31T14:48:55.288+05:30
486b79f40a3a8ed720f834ac46e7a9a3a255fc13cb5fb3a2ddeb88b028e46518,Sales,10,MORTGAGE,72000.0,OH,442xx,USA,C,C4,Not Verified,233225.0,Individual,"","",2024-07-31T14:48:55.288+05:30
c695b7f4847e227fb0482be99f72d23869482a1bc396f4cbe87c3afdc1d21f7a,Body Tech,7,MORTGAGE,100000.0,OH,446xx,USA,A,A3,Source Verified,184972.0,Individual,"","",2024-07-31T14:48:55.288+05:30
a1446f02aa29aaafa86bbd2773f599b5d2409e110976e90057879f2f0c6e38cd,"Division Mgr., Transportation Planning",10,MORTGAGE,127000.0,NC,282xx,USA,B,B4,Verified,657400.0,Individual,"","",2024-07-31T14:48:55.288+05:30
4c97f3e9a7c87ba0bfd4d219bd8125a9d40d374271bb7f53592b70d757b84d1a,Development Director,4,OWN,43000.0,PA,175xx,USA,B,B5,Source Verified,282902.0,Individual,"","",2024-07-31T14:48:55.288+05:30
9768305c49441eb4e6338afc8c38095718a7925b44e8a860b92a53e10ec90aed,production,10,MORTGAGE,33800.0,PA,183xx,USA,D,D4,Source Verified,212702.0,Individual,"","",2024-07-31T14:48:55.288+05:30
d33efc5f041346a37461d17e5c1a5d08c5dc404d3983aabafb400bb80b097e4a,Divisional Director of Operations,1,MORTGAGE,200000.0,TX,756xx,USA,A,A3,Source Verified,549788.0,Individual,"","",2024-07-31T14:48:55.288+05:30
bb636703e3c8bfc86b58184b0a3fc560c224b202d61050055488850200ef6c5a,Retail store manager,5,MORTGAGE,90000.0,NY,112xx,USA,B,B2,Source Verified,500879.0,Individual,"","",2024-07-31T14:48:55.288+05:30
e263a58a071b70bb6e7fd50351ed65a5f9731c25b4f749a64937fd5fe678383e,Health care taker,3,RENT,60000.0,CA,946xx,USA,D,D3,Source Verified,49393.0,Individual,"","",2024-07-31T14:48:55.288+05:30
4ba2687d772a860f06ef90d254bb1033d493b4a7411e9c695a90d65f06e13689,mechanic,2,MORTGAGE,72600.0,CT,062xx,USA,C,C3,Source Verified,288227.0,Individual,"","",2024-07-31T14:48:55.288+05:30
2d2cf3e5ffee19df2898d28247c6c3237c18cb2e6198e1b20a4885a5d609c4bd,Xeikon Operator Digital printer,3,MORTGAGE,41625.0,NJ,080xx,USA,C,C2,Verified,4000.0,Individual,"","",2024-07-31T14:48:55.288+05:30
23a232bcd8dd1a5315510d903ca08825cfd1ba227bbadfe7f7d38ada687cfab3,Industrial Mechanic,4,MORTGAGE,50000.0,FL,347xx,USA,B,B5,Verified,151527.0,Individual,"","",2024-07-31T14:48:55.288+05:30
d58812ddf71c35502ec9ab6c8bd36ae50cfc9a601cd2a6a07824bf88f5c6fbdc,service technician,10,MORTGAGE,73000.0,WI,546xx,USA,B,B2,Not Verified,226016.0,Individual,"","",2024-07-31T14:48:55.288+05:30
52f209df5221f888576b1b0e8bc12a11eac1cd026552edc9443d576e3aa7d4ca,Administrative assistant,7,RENT,60000.0,WA,982xx,USA,B,B1,Not Verified,75240.0,Individual,"","",2024-07-31T14:48:55.288+05:30
17a318a0f941862d770b878b1cdb39747c05e926231b3182b1c895fc98412f62,chief,10,MORTGAGE,96000.0,NJ,083xx,USA,C,C1,Verified,217822.0,Individual,"","",2024-07-31T14:48:55.288+05:30
54daf2b3930e93fd2b1264af7b5c210ef117a26aad05401ca937f213f33c939f,Customer Service Rep,10,OWN,45000.0,MS,386xx,USA,A,A1,Not Verified,64367.0,Individual,"","",2024-07-31T14:48:55.288+05:30
39c33b1a817cc1b2f425bbdf8de5d4db3f9a69c74ed7229f2a2541d64f02e777,Special Education Teacher,4,MORTGAGE,53000.0,VA,220xx,USA,E,E5,Verified,257311.0,Individual,"","",2024-07-31T14:48:55.288+05:30
89cb1445a8d0293778ccc4635046af573878166d4125de41dc0e3bee39e9aee1,Aviation Mechanic,2,MORTGAGE,61800.0,AZ,852xx,USA,E,E2,Source Verified,288985.0,Individual,"","",2024-07-31T14:48:55.288+05:30
dad01217ec5d81d7b446e7647558bc478656c2d8c4b50d77a2add5eed75c6777,Registered Nurse,10,RENT,104000.0,NY,104xx,USA,D,D1,Verified,61267.0,Individual,"","",2024-07-31T14:48:55.288+05:30
2b7156fec2b6f3a7fb5c81986c75258a5d94a68bb9d03b143bfb89f60a2d3565,Deputy sheriff,8,RENT,100000.0,CA,928xx,USA,C,C1,Verified,96372.0,Individual,"","",2024-07-31T14:48:55.288+05:30
b40d31c1292b2a57f7b2d66fab19533beb491a8256a90cb833c5d1d484c8688a,Golf Operation,10,RENT,40000.0,FL,331xx,USA,D,D5,Source Verified,67100.0,Individual,"","",2024-07-31T14:48:55.288+05:30
033b8085d33a8dae92e1a589a9e1ace15d22c7ddefc806215c95b7973b9e7fa6,Supervicer,10,RENT,45348.0,CA,941xx,USA,B,B4,Source Verified,19900.0,Individual,"","",2024-07-31T14:48:55.288+05:30
2b496aecb626efc20550091c9fb38de1a79feb2ce2de3e532ed771c1e8cb2277,Simulator Technician,10,MORTGAGE,90000.0,TX,760xx,USA,B,B3,Source Verified,49959.0,Individual,"","",2024-07-31T14:48:55.288+05:30
e81f7767a75cabe33b15c29615edc794dd0f42bbd7b082a96ef014a4aed4b03a,Associate Java Developer,1,RENT,66000.0,MN,551xx,USA,B,B4,Not Verified,72290.0,Individual,"","",2024-07-31T14:48:55.288+05:30
727a008bbced1f5c1c3a40efd1bbf03afd8fbcb80f4e49ab714a431e6099fbf5,registered nurse,5,MORTGAGE,65000.0,MI,483xx,USA,D,D1,Not Verified,174912.0,Individual,"","",2024-07-31T14:48:55.288+05:30
2d644c24a8b39712d80ca9183fe0fef98e2a4073e0e67d851908eb5a71e493a9,Sorter,1,MORTGAGE,35000.0,OH,441xx,USA,A,A5,Not Verified,169700.0,Individual,"","",2024-07-31T14:48:55.288+05:30
62f55b6e26fa297534767bc9d08ce50c679427fdfaf0c65c83797937052183a2,Field Supervisor,1,MORTGAGE,130000.0,NJ,078xx,USA,D,D2,Verified,295085.0,Individual,"","",2024-07-31T14:48:55.288+05:30
50e2bb53f10dd2049af0b33e36c6fb34c94c089ef67fd5b23c660a8a9c083236,OFFICE MANAGER,10,MORTGAGE,52000.0,LA,714xx,USA,B,B2,Not Verified,345636.0,Individual,"","",2024-07-31T14:48:55.288+05:30
